name,ticker,status,market,dividend_group,dividend_amount,dividend_annual_amount,dividend_yield_pct,last_dividend_date,next_dividend_estimate,dividend_frequency_days,dividend_summary,etf_nav,etf_premium_pct,etf_summary,etf_now_source_date,etf_now_signal,etf_now_return_pct,etf_now_buy_price,etf_now_buy_date,etf_now_summary,etf_holdings_source,etf_holdings_source_date,etf_holdings_count,etf_holdings_top,etf_holdings_weighted_move_pct,etf_holdings_summary,preopen_score,preopen_summary,intraday_1m_score,intraday_1m_trend,intraday_1m_summary,ai_label,ai_score,ai_reason,sector,label,action,action_reason,score,raw_score,technical_score,volume_score,flow_score,news_score,market_score,risk,overheated,chase_risk,market_regime,market_risk,price,daily_close,price_source,change_source,price_drift_pct,change_pct,gap_pct,volume_ratio,trade_value_ratio,liquidity_confirmed,trade_value,rsi,macd_bullish,atr_pct,patterns,reasons,risks,flow,flow_status,foreign_net,institution_net,news,news_source,news_one_line,news_strength,headlines,data_sources,sector_score,sector_risk,sector_summary,mobile_intel_generated_at,mobile_today_score,mobile_ai_explain,mobile_lead_signal,mobile_missed_signal,mobile_risk_signal,mobile_breaking_signal,mobile_sector_rotation,mobile_market_risk,mobile_capital_flow,mobile_theme_link,mobile_position_ai,mobile_sector_keywords,mobile_news_price_forecast,mobile_news_focus,mobile_trendline_anchor_date,mobile_trendline_anchor_price,mobile_trendline_up,mobile_trendline_down,mobile_trendline_status
SKC,011790.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +2.05%,16.0,강함,1분봉 강함 · 장중 +4.10% · 최근 +0.50% · 거래 1.2배,AI 관망,0,지금은 확실한 우위가 부족합니다.,소재/2차전지,보류,🚫 제외,리스크 과다,0,47.0,28.0,0.0,0.0,4.0,15.0,51.0,False,False,상승장,6.0,142100.0,142100.0,naver_realtime,naver_realtime_calculated,0.0,4.03,1.39,0.7,0.68,False,97998838700.0,58.8,False,12.29,일반 모멘텀,"RSI 건강 구간, 건전한 갭 상승, 뉴스 키워드: 악재: 유상증자, 주주배정, 부담형 유증 / 부담형 유증: 주주배정, 1분봉 강함 · 장중 +4.10% · 최근 +0.50% · 거래 1.2배","변동성 과다, 뉴스 리스크: 악재: 유상증자, 주주배정, 부담형 유증 / 부담형 유증: 주주배정, 매수 확인 부족: 거래량 0.70x / 거래대금 0.68x, 리스크 51 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,"악재: 유상증자, 주주배정, 부담형 유증 / 부담형 유증: 주주배정",google_news,"악재 뉴스: SKC, 주주배정 유상증자 납입 완료…1.2조원 규모 (2026-05-22)",none,"SKC, 주주배정 유상증자 납입 완료…1.2조원 규모 (2026-05-22) | SKC, 주주배정 유상증자 일반공모 청약률 333.51% (2026-05-21)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",,,섹터 확인 부족,2026-05-23 20:24:39 PDT,0,"관망 · 악재 뉴스: SKC, 주주배정 유상증자 납입 완료…1.2조원 규모 (2026-05-22)",선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,소재/2차전지 흐름 · 평균 +4.03% · 거래량 0.7배 · 대표 SKC,공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 142,100 · 손절 참고 125,048 · 1차 익절 참고 163,415","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화","악재 영향 예상: -9.9~-18.0% (116,522원 부근까지 경계) · 회복 기준 149,773원 돌파","악재 뉴스: SKC, 주주배정 유상증자 납입 완료…1.2조원 규모 (2026-05-22) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,142100.0,149560.25,135114.364,당일 고정
LX세미콘,108320.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,1분봉 데이터 부족,0.0,대기,1분봉 데이터 부족,AI 관망,0,이미 많이 오른 구간이라 신규 매수보다 눌림 확인이 우선입니다.,반도체설계,보류,🚫 제외,리스크 과다,0,15.0,0.0,0.0,0.0,0.0,15.0,31.0,False,True,상승장,6.0,62200.0,62200.0,naver_realtime,naver_realtime_calculated,0.0,11.07,0.0,1.21,1.22,True,15287827000.0,49.4,False,6.16,일반 모멘텀,-,"변동성 과다, 당일 급등 후 추격 위험, 리스크 31 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,관련 뉴스: ‘28만전자·188만닉스’에도…초고수들 삼성전자·SK하이닉스 쓸어담았다 [주식 초고수는 지금] (2026-05-11),none,‘28만전자·188만닉스’에도…초고수들 삼성전자·SK하이닉스 쓸어담았다 [주식 초고수는 지금] (2026-05-11),"naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,1,관망 · 거래량 1.2배 · 추격 부담 높음 · 관련 뉴스: ‘28만전자·188만닉스’에도…초고수들 삼성전자·SK하이닉스 쓸어담았다 [주식 초고수는 지금] (2026-05-1 · 놓친 상승 복기: 이전 놓친 상승 패턴 1회 / LX세미콘 개별 실패 복기 1회,추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 감지 · 당일 +11.07%,"반도체설계 흐름 · 평균 +4.45% · 거래량 0.6배 · 대표 오픈엣지테크놀로지, 칩스앤미디어, LX세미콘",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,AI/반도체 → 전력 → 냉각 → 데이터센터 → 광통신,"기준 현재가 62,200 · 손절 참고 58,368 · 1차 익절 참고 66,989","최대 호재: HBM 수주, 엔비디아 공급, 장비 발주, 수율 개선 / 최대 악재: 어닝 쇼크, 컨센서스 하회, 수출 통제, 재고 급증",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: ‘28만전자·188만닉스’에도…초고수들 삼성전자·SK하이닉스 쓸어담았다 [주식 초고수는 지금] (2026-05-11) · 최대 호재: HBM 수주, 엔비디아 공급, 장비 발주, 수율 개선 / 최대 악재: 어닝 쇼크, 컨센서스 하회, 수출 통제, 재고 급증",2026-05-23,62200.0,64475.0272,60667.392,당일 고정
마음AI,377480.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +5.69%,16.0,강함,1분봉 강함 · 장중 +5.17% · 최근 +0.64% · 거래 0.3배,AI 관망,0,이미 많이 오른 구간이라 신규 매수보다 눌림 확인이 우선입니다.,AI,보류,🚫 제외,리스크 과다,0,35.0,12.0,0.0,0.0,8.0,15.0,48.0,False,True,상승장,6.0,14230.0,14230.0,naver_realtime,naver_realtime_calculated,0.0,5.96,4.02,0.18,0.15,False,808577060.0,41.8,False,10.42,일반 모멘텀,"뉴스 키워드: 강한 호재: 수주, 1분봉 강함 · 장중 +5.17% · 최근 +0.64% · 거래 0.3배","갭 상승 과열, 변동성 과다, 거래대금 부족, 매수 확인 부족: 거래량 0.18x / 거래대금 0.15x, 리스크 48 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,강한 호재: 수주,google_news,"호재 뉴스: ""일시적 성장통 끝""…마음AI, 2분기 '수주 랠리' 대기 (2026-05-21)",strong,"""일시적 성장통 끝""…마음AI, 2분기 '수주 랠리' 대기 (2026-05-21) | 로봇이 일하는 제주…마음AI '피지컬 AI' 심는다 (2026-05-17)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,40,"관망 · 추격 부담 높음 · 호재 뉴스: ""일시적 성장통 끝""…마음AI, 2분기 '수주 랠리' 대기 (2026-05-21) · 놓친 상승 복기: 이전 놓친 상승 패턴 1회","조용한 자금 후보 · ok · 점수 31 · 10만원 이하(14,230원) / 뉴스 트리거 투자, 협력, 공급",놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"AI 흐름 · 평균 +7.94% · 거래량 0.7배 · 대표 플리토, 셀바스AI, 마음AI",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 14,230 · 손절 참고 12,747 · 1차 익절 참고 16,083",섹터 최대 호재: 수주,"호재 영향 예상: +5.9~+10.8% (15,769원 부근까지 시도) · 이탈 기준 13,563원","호재 뉴스: ""일시적 성장통 끝""…마음AI, 2분기 '수주 랠리' 대기 (2026-05-21) · 섹터 최대 호재: 수주",2026-05-23,14230.0,14929.5183,13636.8936,당일 고정
모아데이타,288980.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,-8.0,본장 전/초반 1시간 약세 · 초반 -9.41% · 방어 우선,6.0,양호,1분봉 양호 · 장중 -18.51% · 최근 +0.48%,AI 관망,0,지금은 확실한 우위가 부족합니다.,AI/데이터,보류,🚫 제외,리스크 과다,0,41.0,6.0,20.0,0.0,0.0,15.0,41.0,False,True,상승장,6.0,1048.0,1048.0,naver_realtime,naver_realtime_calculated,0.0,-11.86,10.01,7.0,6.37,True,9681802328.0,35.7,False,16.87,거래량 폭발,"거래량/거래대금 폭발(7.0x/6.4x), 1분봉 양호 · 장중 -18.51% · 최근 +0.48%","갭 상승 과열, 변동성 과다, 본장 전/초반 1시간 약세 · 초반 -9.41% · 방어 우선, 리스크 41 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,"관련 뉴스: [주식마감] 광통신주 살아나나... 빛과전자 상한가, 포톤·시지트로닉스 강세 (2026-05-22)",none,"[주식마감] 광통신주 살아나나... 빛과전자 상한가, 포톤·시지트로닉스 강세 (2026-05-22) | [주식마감] 마키나락스 ‘따따블’ 후 또 상한가… LG전자·한올바이오파마 등 강세 (2026-05-21)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",,,섹터 확인 부족,2026-05-23 20:24:39 PDT,33,"관망 · 거래량 7.0배 · 관련 뉴스: [주식마감] 광통신주 살아나나... 빛과전자 상한가, 포톤·시지트로닉스 강세 (2026-05-22)",선행 신호 대기,놓칠 가능성 높음,급락 위험 · 거래량 7.0배 동반 하락,이상 거래 · 거래량 7.0배 급증,AI/데이터 흐름 · 평균 -11.86% · 거래량 7.0배 · 대표 모아데이타,공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 1,048 · 손절 참고 922 · 1차 익절 참고 1,205","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: [주식마감] 광통신주 살아나나... 빛과전자 상한가, 포톤·시지트로닉스 강세 (2026-05-22) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,1048.0,1105.64,995.6,당일 고정
딥노이드,315640.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +4.64%,10.0,양호,1분봉 양호 · 장중 +3.39% · 최근 -0.16%,AI 관망,0,이미 많이 오른 구간이라 신규 매수보다 눌림 확인이 우선입니다.,의료AI,보류,🚫 제외,리스크 과다,0,25.0,10.0,0.0,0.0,0.0,15.0,46.0,False,True,상승장,6.0,3050.0,3050.0,naver_realtime,naver_realtime_calculated,0.0,7.58,0.0,0.81,0.77,False,692816650.0,30.5,False,6.18,일반 모멘텀,1분봉 양호 · 장중 +3.39% · 최근 -0.16%,"변동성 과다, 당일 급등 후 추격 위험, 거래대금 부족, 매수 확인 부족: 거래량 0.81x / 거래대금 0.77x, 리스크 46 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,"관련 뉴스: [국내 상장 보안기업 매출분석-2] 생체인식·출입통제 분야, AI로 장밋빛 미래 앞당긴다 (2026-05-18)",none,"[국내 상장 보안기업 매출분석-2] 생체인식·출입통제 분야, AI로 장밋빛 미래 앞당긴다 (2026-05-18)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,0,"관망 · 추격 부담 높음 · 관련 뉴스: [국내 상장 보안기업 매출분석-2] 생체인식·출입통제 분야, AI로 장밋빛 미래 앞당긴다 (2026-05-18) · 놓친 상승 복기: 이전 놓친 상승 패턴 3회 / 딥노이드 개별 실패 복기 1회",추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 감지 · 당일 +7.58%,"의료AI 흐름 · 평균 +9.17% · 거래량 1.1배 · 대표 루닛, 뷰노, 딥노이드",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,의료/제약 → 임상/승인 → 장비/소모품,"기준 현재가 3,050 · 손절 참고 2,862 · 1차 익절 참고 3,286","최대 호재: FDA 승인, 임상 성공, 기술수출, 품목허가 / 최대 악재: 임상 실패, 허가 지연, 부작용, 소송",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: [국내 상장 보안기업 매출분석-2] 생체인식·출입통제 분야, AI로 장밋빛 미래 앞당긴다 (2026-05-18) · 최대 호재: FDA 승인, 임상 성공, 기술수출, 품목허가 / 최대 악재: 임상 실패, 허가 지연, 부작용, 소송",2026-05-23,3050.0,3145.6907,2974.604,당일 고정
에브리봇,270660.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 -0.91%,0.0,중립,1분봉 중립 · 장중 -1.88% · 최근 -0.06%,AI 관망,0,지금은 확실한 우위가 부족합니다.,로봇,보류,🚫 제외,리스크 과다,0,28.0,6.0,0.0,0.0,7.0,15.0,36.0,False,False,상승장,6.0,16190.0,16190.0,naver_realtime,naver_realtime_calculated,0.0,-0.49,1.41,0.49,0.44,False,520670400.0,24.6,False,6.49,일반 모멘텀,"건전한 갭 상승, 뉴스 키워드: 보통 호재: 투자 / 약한 호재: 확대, 상승","변동성 과다, 거래대금 부족, 매수 확인 부족: 거래량 0.49x / 거래대금 0.44x, 리스크 36 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,"보통 호재: 투자 / 약한 호재: 확대, 상승",google_news,"호재 뉴스: 로봇청소기 넘어 피지컬AI로…에브리봇, B2B 전환 가속 (2026-05-19)",medium,"로봇청소기 넘어 피지컬AI로…에브리봇, B2B 전환 가속 (2026-05-19) | 에브리봇, 1분기 매출 74억원…'피지컬 AI' 신사업 확대 가속 (2026-05-18)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,10,"관망 · 추격 부담 낮음 · 호재 뉴스: 로봇청소기 넘어 피지컬AI로…에브리봇, B2B 전환 가속 (2026-05-19)","조용한 자금 후보 · ok · 점수 28 · 10만원 이하(16,190원) / 뉴스 트리거 투자, 공급, 승인",놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"로봇 흐름 · 평균 -0.11% · 거래량 0.4배 · 대표 두산로보틱스, 휴림로봇, 레인보우로보틱스",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,로봇 → 감속기 → 자동화 장비 → 센서,"기준 현재가 16,190 · 손절 참고 15,139 · 1차 익절 참고 17,503","최대 호재: 대기업 투자, 로봇 공급계약, 자동화 수요, 감속기 수주 / 최대 악재: 실적 부진, 수주 지연, 경쟁 심화, 적자 확대","호재 영향 예상: +2.7~+4.9% (16,978원 부근까지 시도) · 이탈 기준 15,717원","호재 뉴스: 로봇청소기 넘어 피지컬AI로…에브리봇, B2B 전환 가속 (2026-05-19) · 최대 호재: 대기업 투자, 로봇 공급계약, 자동화 수요, 감속기 수주 / 최대 악재: 실적 부진, 수주 지연, 경쟁 심화, 적자 확대",2026-05-23,16190.0,16662.8289,15763.3611,당일 고정
에이프릴바이오,397030.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +6.85%,10.0,양호,1분봉 양호 · 장중 +2.78% · 최근 -0.18%,AI 관망,0,이미 많이 오른 구간이라 신규 매수보다 눌림 확인이 우선입니다.,바이오,보류,🚫 제외,리스크 과다,0,31.0,16.0,0.0,0.0,0.0,15.0,31.0,False,True,상승장,6.0,55500.0,55500.0,naver_realtime,naver_realtime_calculated,0.0,7.14,2.32,0.87,0.77,False,14673534000.0,46.0,False,12.32,일반 모멘텀,"건전한 갭 상승, 1분봉 양호 · 장중 +2.78% · 최근 -0.18%","변동성 과다, 당일 급등 후 추격 위험, 매수 확인 부족: 거래량 0.87x / 거래대금 0.77x, 리스크 31 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,"관련 뉴스: 종목 진단 - 에이프릴바이오, 상방수렴이냐 불규칙 조정이냐 갈라질 지점 (`26.05.18) (2026-05-18)",none,"종목 진단 - 에이프릴바이오, 상방수렴이냐 불규칙 조정이냐 갈라질 지점 (`26.05.18) (2026-05-18) | 댓글 : 종목 진단 - 에이프릴바이오, 상방수렴이냐 불규칙 조정이냐 갈라질 지점 (`26.05.18) (2026-05-18)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,4,"관망 · 추격 부담 높음 · 관련 뉴스: 종목 진단 - 에이프릴바이오, 상방수렴이냐 불규칙 조정이냐 갈라질 지점 (`26.05.18) (2026-05-18 · 놓친 상승 복기: 이전 놓친 상승 패턴 9회 / 에이프릴바이오 개별 실패 복기 1회",추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 감지 · 당일 +7.14%,"바이오 흐름 · 평균 +7.21% · 거래량 1.2배 · 대표 SK바이오팜, SK바이오사이언스, 알테오젠",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,의료/제약 → 임상/승인 → 장비/소모품,"기준 현재가 55,500 · 손절 참고 48,840 · 1차 익절 참고 63,825","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: 종목 진단 - 에이프릴바이오, 상방수렴이냐 불규칙 조정이냐 갈라질 지점 (`26.05.18) (2026-05-18) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,55500.0,58413.75,52764.96,당일 고정
샤페론,378800.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +7.14%,16.0,강함,1분봉 강함 · 장중 +2.96% · 최근 +0.37% · 거래 0.2배,AI 관망,0,지금은 확실한 우위가 부족합니다.,바이오,보류,🚫 제외,리스크 과다,0,33.0,18.0,0.0,0.0,0.0,15.0,36.0,False,False,상승장,6.0,1355.0,1355.0,naver_realtime,naver_realtime_calculated,0.0,5.04,1.94,0.79,0.63,False,977081015.0,10.1,False,7.82,일반 모멘텀,"건전한 갭 상승, 1분봉 강함 · 장중 +2.96% · 최근 +0.37% · 거래 0.2배","변동성 과다, 거래대금 부족, 매수 확인 부족: 거래량 0.79x / 거래대금 0.63x, 리스크 36 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,뉴스 수집 실패,none,뉴스를 가져오지 못해 가격 흐름만 참고하세요.,none,-,"naver_daily, naver_realtime, news:none, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,20,관망 · 추격 부담 높음 · 뉴스를 가져오지 못해 가격 흐름만 참고하세요. · 놓친 상승 복기: 이전 놓친 상승 패턴 9회,추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"바이오 흐름 · 평균 +7.21% · 거래량 1.2배 · 대표 SK바이오팜, SK바이오사이언스, 알테오젠",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,의료/제약 → 임상/승인 → 장비/소모품,"기준 현재가 1,355 · 손절 참고 1,249 · 1차 익절 참고 1,487","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"뉴스를 가져오지 못해 가격 흐름만 참고하세요. · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,1355.0,1404.7583,1312.6156,당일 고정
메드팩토,235980.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +6.85%,16.0,강함,1분봉 강함 · 장중 +3.93% · 최근 +1.11% · 거래 0.3배,AI 관망,0,지금은 확실한 우위가 부족합니다.,바이오,보류,🚫 제외,리스크 과다,0,27.0,12.0,0.0,0.0,0.0,15.0,36.0,False,False,상승장,6.0,4095.0,4095.0,naver_realtime,naver_realtime_calculated,0.0,5.13,0.0,0.77,0.66,False,604426095.0,19.6,False,7.08,일반 모멘텀,1분봉 강함 · 장중 +3.93% · 최근 +1.11% · 거래 0.3배,"변동성 과다, 거래대금 부족, 뉴스 호재 강도 약함, 매수 확인 부족: 거래량 0.77x / 거래대금 0.66x, 리스크 36 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,약한 호재: 돌파,google_news,"호재 뉴스: 메드팩토, 장중 신고가 돌파.. 97,300→98,000(▲700) (2026-05-21)",weak,"메드팩토, 장중 신고가 돌파.. 97,300→98,000(▲700) (2026-05-21) | 메드팩토, 우정원 대표 선임…“기술이전·임상개발 집중” - v.daum.net (2026-05-15)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,33,"관망 · 추격 부담 높음 · 호재 뉴스: 메드팩토, 장중 신고가 돌파.. 97,300→98,000(▲700) (2026-05-21) · 놓친 상승 복기: 이전 놓친 상승 패턴 9회",추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"바이오 흐름 · 평균 +7.21% · 거래량 1.2배 · 대표 SK바이오팜, SK바이오사이언스, 알테오젠",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,의료/제약 → 임상/승인 → 장비/소모품,"기준 현재가 4,095 · 손절 참고 3,805 · 1차 익절 참고 4,457","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화","호재 영향 예상: +2.9~+5.3% (4,312원 부근까지 시도) · 이탈 기준 3,965원","호재 뉴스: 메드팩토, 장중 신고가 돌파.. 97,300→98,000(▲700) (2026-05-21) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,4095.0,4232.0351,3979.0296,당일 고정
차바이오텍,085660.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +4.87%,16.0,강함,1분봉 강함 · 장중 +3.13% · 최근 +0.78% · 거래 0.4배,AI 관망,0,지금은 확실한 우위가 부족합니다.,바이오,보류,🚫 제외,리스크 과다,0,33.0,18.0,0.0,0.0,0.0,15.0,33.0,False,False,상승장,6.0,14180.0,14180.0,naver_realtime,naver_realtime_calculated,0.0,5.43,1.34,0.99,0.9,True,6069040000.0,25.8,False,6.53,일반 모멘텀,"건전한 갭 상승, 1분봉 강함 · 장중 +3.13% · 최근 +0.78% · 거래 0.4배","변동성 과다, 뉴스 리스크: 악재: 적자, 하락, 리스크 33 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,"악재: 적자, 하락",google_news,"악재 뉴스: 메리츠증권, CB 발행사와 콜옵션 수익 나누는 이례적 딜 수행 (2026-05-21)",none,"메리츠증권, CB 발행사와 콜옵션 수익 나누는 이례적 딜 수행 (2026-05-21) | 매미 이어 마이코플라스마…수젠텍 한 달 새 또 15% (2026-05-20)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,8,"관망 · 추격 부담 높음 · 악재 뉴스: 메리츠증권, CB 발행사와 콜옵션 수익 나누는 이례적 딜 수행 (2026-05-21) · 놓친 상승 복기: 이전 놓친 상승 패턴 9회",추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,중대 리스크 · 악재 뉴스 우선 확인,급변 신호 없음,"바이오 흐름 · 평균 +7.21% · 거래량 1.2배 · 대표 SK바이오팜, SK바이오사이언스, 알테오젠",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,의료/제약 → 임상/승인 → 장비/소모품,"기준 현재가 14,180 · 손절 참고 13,254 · 1차 익절 참고 15,337","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화","악재 영향 예상: -4.8~-8.7% (12,948원 부근까지 경계) · 회복 기준 14,597원 돌파","악재 뉴스: 메리츠증권, CB 발행사와 콜옵션 수익 나누는 이례적 딜 수행 (2026-05-21) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,14180.0,14622.8272,13809.6184,당일 고정
